keyword,cluster_id,cluster,intent,demand_tier,geo,score,band,value,fit,winnability,effort,evidence,map_pack,ai_overview,gsc_impressions,gsc_position
emergency social media marketing consultant bengaluru,c-069,Social Media Marketing Consultant Bengaluru,transactional,long_tail,bengaluru,105,core,10,10,8,2,inferred,,,,
social media marketing consultant contractor bengaluru,c-069,Social Media Marketing Consultant Bengaluru,transactional,long_tail,bengaluru,105,core,10,10,8,2,inferred,,,,
social media marketing consultant bengaluru ka,c-069,Social Media Marketing Consultant Bengaluru,transactional,long_tail,bengaluru,95,core,9,10,8,2,inferred,,,,
best social media marketing consultant bengaluru,c-069,Social Media Marketing Consultant Bengaluru,transactional,long_tail,bengaluru,95,core,9,10,8,2,inferred,,,,
cheap social media marketing consultant bengaluru,c-069,Social Media Marketing Consultant Bengaluru,transactional,long_tail,bengaluru,95,core,9,10,8,2,inferred,,,,
best social media marketing consultant in bengaluru,c-069,Social Media Marketing Consultant Bengaluru,transactional,long_tail,bengaluru,95,core,9,10,8,2,inferred,,,,
licensed social media marketing consultant bengaluru,c-069,Social Media Marketing Consultant Bengaluru,transactional,long_tail,bengaluru,95,core,9,10,8,2,inferred,,,,
top rated social media marketing consultant bengaluru,c-069,Social Media Marketing Consultant Bengaluru,transactional,long_tail,bengaluru,95,core,9,10,8,2,inferred,,,,
affordable social media marketing consultant bengaluru,c-069,Social Media Marketing Consultant Bengaluru,transactional,long_tail,bengaluru,95,core,9,10,8,2,inferred,,,,
social media marketing consultant bengaluru,c-069,Social Media Marketing Consultant Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
bengaluru social media marketing consultant,c-069,Social Media Marketing Consultant Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
social media marketing consultant in bengaluru,c-069,Social Media Marketing Consultant Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
social media marketing consultant bengaluru cost,c-069,Social Media Marketing Consultant Bengaluru,informational_bofu,long_tail,bengaluru,76,core,8,10,8,3,inferred,,,,
social media marketing consultant prices bengaluru,c-069,Social Media Marketing Consultant Bengaluru,informational_bofu,long_tail,bengaluru,76,core,8,10,8,3,inferred,,,,
social media marketing consultant quotes bengaluru,c-069,Social Media Marketing Consultant Bengaluru,informational_bofu,long_tail,bengaluru,76,core,8,10,8,3,inferred,,,,
social media marketing consultant cost in bengaluru,c-069,Social Media Marketing Consultant Bengaluru,informational_bofu,long_tail,bengaluru,76,core,8,10,8,3,inferred,,,,
social media marketing consultant bengaluru reviews,c-069,Social Media Marketing Consultant Bengaluru,commercial,long_tail,bengaluru,56,core,7,10,8,5,inferred,,,,
24 hour performance marketing consultant bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,long_tail,bengaluru,105,core,10,10,8,2,inferred,,,,
same day performance marketing consultant bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,long_tail,bengaluru,105,core,10,10,8,2,inferred,,,,
performance marketing consultant near bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,95,core,10,10,8,3,inferred,,,,
performance marketing consultant company bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,95,core,10,10,8,3,inferred,,,,
performance marketing consultant services bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,95,core,10,10,8,3,inferred,,,,
emergency performance marketing consultant bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,95,core,10,10,8,3,inferred,,,,
performance marketing consultant contractor bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,95,core,10,10,8,3,inferred,,,,
top rated performance marketing consultant bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,long_tail,bengaluru,95,core,9,10,8,2,inferred,,,,
performance marketing consultant bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
bengaluru performance marketing consultant,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
performance marketing consultant in bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
performance marketing consultant bengaluru ka,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
best performance marketing consultant bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
cheap performance marketing consultant bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
best performance marketing consultant in bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
licensed performance marketing consultant bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
affordable performance marketing consultant bengaluru,c-079,Performance Marketing Consultant Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
performance marketing consultant bengaluru cost,c-079,Performance Marketing Consultant Bengaluru,informational_bofu,mid,bengaluru,70,core,8,10,8,4,inferred,,,,
performance marketing consultant prices bengaluru,c-079,Performance Marketing Consultant Bengaluru,informational_bofu,mid,bengaluru,70,core,8,10,8,4,inferred,,,,
performance marketing consultant quotes bengaluru,c-079,Performance Marketing Consultant Bengaluru,informational_bofu,mid,bengaluru,70,core,8,10,8,4,inferred,,,,
performance marketing consultant cost in bengaluru,c-079,Performance Marketing Consultant Bengaluru,informational_bofu,mid,bengaluru,70,core,8,10,8,4,inferred,,,,
performance marketing consultant bengaluru reviews,c-079,Performance Marketing Consultant Bengaluru,commercial,mid,bengaluru,52,core,7,10,8,6,inferred,,,,
24 hour performance marketing consultant bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,long_tail,bangalore,105,core,10,10,8,2,inferred,,,,
same day performance marketing consultant bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,long_tail,bangalore,105,core,10,10,8,2,inferred,,,,
performance marketing consultant near bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,95,core,10,10,8,3,inferred,,,,
performance marketing consultant company bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,95,core,10,10,8,3,inferred,,,,
performance marketing consultant services bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,95,core,10,10,8,3,inferred,,,,
emergency performance marketing consultant bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,95,core,10,10,8,3,inferred,,,,
performance marketing consultant contractor bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,95,core,10,10,8,3,inferred,,,,
top rated performance marketing consultant bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,long_tail,bangalore,95,core,9,10,8,2,inferred,,,,
performance marketing consultant bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
bangalore performance marketing consultant,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
performance marketing consultant in bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
performance marketing consultant bangalore ka,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
best performance marketing consultant bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
cheap performance marketing consultant bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
best performance marketing consultant in bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
licensed performance marketing consultant bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
affordable performance marketing consultant bangalore,c-080,Performance Marketing Consultant Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
performance marketing consultant bangalore cost,c-080,Performance Marketing Consultant Bangalore,informational_bofu,mid,bangalore,70,core,8,10,8,4,inferred,,,,
performance marketing consultant prices bangalore,c-080,Performance Marketing Consultant Bangalore,informational_bofu,mid,bangalore,70,core,8,10,8,4,inferred,,,,
performance marketing consultant quotes bangalore,c-080,Performance Marketing Consultant Bangalore,informational_bofu,mid,bangalore,70,core,8,10,8,4,inferred,,,,
performance marketing consultant cost in bangalore,c-080,Performance Marketing Consultant Bangalore,informational_bofu,mid,bangalore,70,core,8,10,8,4,inferred,,,,
performance marketing consultant bangalore reviews,c-080,Performance Marketing Consultant Bangalore,commercial,mid,bangalore,52,core,7,10,8,6,inferred,,,,
24 hour freelance digital marketer bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,long_tail,bengaluru,105,core,10,10,8,2,inferred,,,,
same day freelance digital marketer bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,long_tail,bengaluru,105,core,10,10,8,2,inferred,,,,
freelance digital marketer near bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,95,core,10,10,8,3,inferred,,,,
freelance digital marketer company bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,95,core,10,10,8,3,inferred,,,,
freelance digital marketer services bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,95,core,10,10,8,3,inferred,,,,
emergency freelance digital marketer bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,95,core,10,10,8,3,inferred,,,,
freelance digital marketer contractor bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,95,core,10,10,8,3,inferred,,,,
top rated freelance digital marketer bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,long_tail,bengaluru,95,core,9,10,8,2,inferred,,,,
freelance digital marketer bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
bengaluru freelance digital marketer,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
freelance digital marketer in bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
freelance digital marketer bengaluru ka,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
best freelance digital marketer bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
cheap freelance digital marketer bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
best freelance digital marketer in bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
licensed freelance digital marketer bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
affordable freelance digital marketer bengaluru,c-100,Freelance Digital Marketer Bengaluru,transactional,mid,bengaluru,86,core,9,10,8,3,inferred,,,,
freelance digital marketer bengaluru cost,c-100,Freelance Digital Marketer Bengaluru,informational_bofu,mid,bengaluru,70,core,8,10,8,4,inferred,,,,
freelance digital marketer prices bengaluru,c-100,Freelance Digital Marketer Bengaluru,informational_bofu,mid,bengaluru,70,core,8,10,8,4,inferred,,,,
freelance digital marketer quotes bengaluru,c-100,Freelance Digital Marketer Bengaluru,informational_bofu,mid,bengaluru,70,core,8,10,8,4,inferred,,,,
freelance digital marketer cost in bengaluru,c-100,Freelance Digital Marketer Bengaluru,informational_bofu,mid,bengaluru,70,core,8,10,8,4,inferred,,,,
freelance digital marketer bengaluru reviews,c-100,Freelance Digital Marketer Bengaluru,commercial,mid,bengaluru,52,core,7,10,8,6,inferred,,,,
24 hour freelance digital marketer bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,long_tail,bangalore,105,core,10,10,8,2,inferred,,,,
same day freelance digital marketer bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,long_tail,bangalore,105,core,10,10,8,2,inferred,,,,
freelance digital marketer near bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,95,core,10,10,8,3,inferred,,,,
freelance digital marketer company bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,95,core,10,10,8,3,inferred,,,,
freelance digital marketer services bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,95,core,10,10,8,3,inferred,,,,
emergency freelance digital marketer bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,95,core,10,10,8,3,inferred,,,,
freelance digital marketer contractor bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,95,core,10,10,8,3,inferred,,,,
top rated freelance digital marketer bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,long_tail,bangalore,95,core,9,10,8,2,inferred,,,,
freelance digital marketer bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
bangalore freelance digital marketer,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
freelance digital marketer in bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
freelance digital marketer bangalore ka,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
best freelance digital marketer bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
cheap freelance digital marketer bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
best freelance digital marketer in bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
licensed freelance digital marketer bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
affordable freelance digital marketer bangalore,c-101,Freelance Digital Marketer Bangalore,transactional,mid,bangalore,86,core,9,10,8,3,inferred,,,,
freelance digital marketer bangalore cost,c-101,Freelance Digital Marketer Bangalore,informational_bofu,mid,bangalore,70,core,8,10,8,4,inferred,,,,
freelance digital marketer prices bangalore,c-101,Freelance Digital Marketer Bangalore,informational_bofu,mid,bangalore,70,core,8,10,8,4,inferred,,,,
